Main Image,Image Count,ASIN,Page Score,Title,Brand,Est. Monthly Revenue,Trailing 12 Months,Main Category,Main Category Rank,Primary Subcategory,Primary Subcategory Rank,1 Month Growth,12 Month Growth,Opportunity Score,Est. New Seller Share,Price,Package Quantity,FBA Sellers,All Sellers,Est. Monthly Units Sold,Amazon In-Stock Rate,Rating,Ratings Count,Parent ASIN,Launch Date,UPC,Manufacturer,Part Number,Model
81PZxoUxM6L.jpg,6,B01KJENN0U,9.3,LEGO Architecture London Skyline Collection 21034 Building Set Model Kit and Gift for Kids and Adults (468 pieces),LEGO,188028.42,1795734.17,Toys & Games,1211,Toy Building Sets,67,0.178,-0.126,5.6,6297,29.86,1,39,74,6297,1,4.8,13088,,2017-01-01 00:00:00,673419264419,LEGO,21034,6174060
41fx3ETHDCL.jpg,10,B001TJ3HUG,9.6,"Chemical Guys SPI_109_16 Leather Cleaner and Conditioner Kit for Use on Leather Apparel, Furniture, Car Interiors, Shoes, Boots, Bags & More (2 - 16 fl oz Bottles)",Chemical Guys,188008.83,2326588.49,Automotive,125,Leather Care Products,3,0.295,0.464,8.9,3358,27.99,2,2,2,6717,0.056,4.6,42708,B0DH9SVFTX,2024-09-17 00:00:00,816276015958,Chemical Guys,SPI_109_16,SPI_109_16
61PCJPcCV-L.jpg,7,B005GSPVHS,9.5,"Panasonic Consumer NE1054F 1000 Watt Commercial Microwave Oven With 10 Programmable Memory, Stainless",Panasonic,187983.6,2145762.03,Industrial & Scientific,8166,Commercial Microwaves,1,-0.059,0.116,4.4,294,319.7,1,1,4,588,1,4.4,1218,B0DVTQFKKJ,2011-08-13 00:00:00,37988910151,Panasonic,NE-1054F,NE-1054F
61MXQlhOhcL.jpg,5,B0D8W3F5RW,6.8,"HP Elite Mini 800 G9 Business Desktop Computer, 14th Gen Intel 20-Core i7-14700 up to 5.4GHz, 32GB DDR5 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth, Type-C, Keyboard and Mouse, Windows 11 Pro, AZ-XUT",HP,187918.31,1282084.5,Electronics,,Mini Computers,338,-0.223,,6.3,193,973.67,1,1,2,193,0,4.5,30,B0DDKCYW3P,2024-07-05 00:00:00,197497685954,hp,Elite Mini 800 G9,800 G9
716Ol+UY2iL.jpg,7,B0D7L1N7MM,6.3,206X Toner Cartridges 4 Pack High Yield (with Chip) Compatible Replacement for HP 206X 206A for Color Laserjet Pro MFP M283fdw M283cdw M283fdn M282nw Pro M255dw M255nw M283 M255 Printer W2110X W2110A,myCartridge,187915.75,1241110.33,Office Products,14043,Printer Toner Cartridges,288,-0.102,,5.4,632,148.55,4,2,8,1265,0.018,,0,B0F3VXD47L,2024-06-20 00:00:00,198715866070,myCartridge for HP 206X Toner Cartridges 4 Pack Hi,206x toner cartridges 4 pack high yield,color laserjet pro mfp m283fdw
61wLBqnPuPL.jpg,7,B0BZGB8SR9,8.2,Carolina Herrera Good Girl Blush for Women - 2.7 oz EDP Spray,Carolina Herrera,187878.38,2182487.7,Beauty & Personal Care,8779,Women's Eau de Parfum,63,0.053,0.787,4,1823,103.06,1,6,28,1823,1,4.7,1257,B0DVW4GZTK,2023-04-27 00:00:00,,Carolina Herrera,S23CH056752,8411061056752
613HAnzv0sL.jpg,8,B0DJDRQBY1,8.4,"AG1 Athletic Greens Greens Powder Supplement, Improve Gut Health, Multivitamin, Probiotic, Gluten Free, Vegan and Keto Friendly, 75 Vitamins (Travel Packs, 15 Count)",AG1,187860,869204.51,Health & Household,9998,Blended Vitamin & Mineral Supplements,235,0.054,,9,1566,60,3,1,2,3131,0,4.2,164,,2024-10-01 00:00:00,850041703558,AG1,,
71uy3sRCUCL.jpg,7,B0C6RL68HY,8.9,"Sunday Green Machine Fertilizer, 42.3oz, 2 Pack - Lawn Fertilizer for Lush Growth - Includes Universal Sprayer Attachment - Covers Up to 10,000 Sq Ft - Easy Application in 15 Minutes or Less",SUNDAY,187841.88,523735.37,"Patio, Lawn & Garden",419,Garden Fertilizers,30,2.744,0.61,9,1962,47.87,2,1,2,3924,0,4.1,1421,B0CY6VQ1HB,2023-05-31 00:00:00,850039962776,SUNDAY,FB4166,FB4166
71wEYIgUR7L.jpg,7,B0B94TJ36K,9.7,UPPAbaby Mesa V2 Infant Car Seat/Easy Installation/Innovative SmartSecure Technology/Base + Robust Infant Insert Included/Direct Stroller Attachment/Jake (Charcoal),UPPAbaby,187833.36,3953329.84,Baby Products,4407,Infant Safety Car Seats,11,-0.039,0.038,4.1,191,328.38,1,2,3,572,1,4.7,602,B0DCNPXTLL,2022-08-09 00:00:00,810030094142,UPPAbaby,ft856,MSA-US-JKE
61JVNLloGwL.jpg,8,B0819KVX3L,8.8,"Future Way 4-Pack CCP420 Pool Filter Cartridges Replacement for Pentair Clean & Clear Plus 420, Replace Pentair R173576, Pleatco PCC105-PAK4, 420 sq.ft",Future Way,187800.9,1401734.35,"Patio, Lawn & Garden",8703,Cartridge Pool Filters,15,1.004,-0.58,5,648,145.02,1,3,4,1295,0.671,4.6,816,,2019-08-27 00:00:00,193078624107,Future Way,PCC105-4,FW-PFC-PCC105-4P
81COXAdmKcL.jpg,8,B0B94PNF7P,9.3,"Seagate IronWolf Pro, 16 TB, Enterprise NAS Internal HDD –CMR 3.5 Inch, SATA 6 Gb/s, 7,200 RPM, 256 MB Cache for RAID Network Attached Storage (ST16000NT001)",Seagate,187773.4,2276891.29,Electronics,,Internal Hard Drives,8,0.026,-0.428,6.8,590,318.26,1,1,2,590,0.027,4.4,11293,B0DYPJZ8NY,2022-08-22 00:00:00,763649176276,Seagate,ST16000NT001,ST16000NT001
51anu2rAeJL.jpg,11,B0CGXYM9TP,9.1,"Meta Ray-Ban Smart Glasses, Wayfarer, Shiny Black/Clear, Regular",Meta,187772,3397720.79,Electronics,6255,Smart Glasses,20,-0.075,7.601,6.1,628,299,1,1,2,628,0.79,4.1,2039,B0D4GN3QLG,2023-09-25 00:00:00,,Luxottica,0RW4006,0RW4006
71AV5PQu1yL.jpg,7,B0C3RYHZJQ,9.6,CORSAIR Vengeance DDR5 RAM 32GB (2x16GB) 6000MHz CL30-36-36-76 1.40V Intel XMP Desktop Computer Memory - Black (CMK32GX5M2B6000C30),Corsair,187766.32,3101330.55,Electronics,,Computer Memory,23,-0.411,0.241,5.2,1652,113.66,1,1,2,1652,1,4.8,1125,B0CL53569Y,2023-05-01 00:00:00,840006671350,Corsair,CMK32GX5M2B6000C30,CMK32GX5M2B6000C30
71MjdL1aavL.jpg,11,B0989M4WJ1,8.9,Greenworks 2000 PSI 1.2 GPM Pressure Washer (Open Frame GPW2003) GPW2003,Greenworks,187746.3,1862605.05,"Patio, Lawn & Garden",5221,Pressure Washers,34,0.288,-0.754,2.6,536,175.3,1,1,2,1071,1,4.4,1325,B0DM5CCCJ6,2021-06-30 00:00:00,841821098124,Greenworks,GPW2003,GPW2003
41+3hwhsg3L.jpg,7,B07KQN24YR,9.5,"Signature Design by Ashley Clare View Coastal Outdoor Patio Eucalyptus Sofa with Cushions, Beige",Signature Design by Ashley,187707.52,1517794.79,"Patio, Lawn & Garden",21191,Patio Sofas,6,2.647,0.859,3,224,837.98,1,1,4,224,0.962,4.7,1371,B0DWNL1Q2L,2018-11-20 00:00:00,24052518566,Ashley Furniture,P801-838,P801-838
81YnWjGsX8L.jpg,10,B00A3CNLKQ,9.5,"Tork Matic Paper Hand Towel Roll Natural H1, Universal, 100% Recycled Fiber, 6 Rolls x 700 ft, 290088",Tork,187679.94,1953315.31,Industrial & Scientific,739,Paper Towels,27,0.022,0.241,6.2,1579,59.43,6,1,42,3158,1,4.6,2270,B08KDWXK8G,2011-05-27 00:00:00,757183965113,Essity,290088,290088
71HYZXwQQyL.jpg,16,B0CBRXTWGP,9.3,"Hisense AX5125H 5.1.2Ch Sound Bar with Wireless Subwoofer, 500W, Dolby Atmos, Bluetooth 5.3, EzPlay, 4K HDMI Pass Through, Roku TV Ready, DTS:X, HDMI/AUX/ARC/Optical/USB, 7 EQ Modes",Hisense,187657.3,1613390.57,Electronics,6430,Home Audio Sound Bars,40,0.442,1.523,5.2,566,331.55,1,1,2,566,1,4.4,282,,2023-07-13 00:00:00,888143016498,Hisense,AX5125H,AX5125H
51xiirhBrRL.jpg,8,B00R790CLY,9.8,"Corelle Vitrelle 18-Piece Service for 6 Dinnerware Set, Triple Layer Glass and Chip Resistant, Lightweight Round Plates and Bowls Set, Winter Frost White",Corelle,187636,,Kitchen & Dining,2550,Dinnerware Sets,6,,,4,3050,61.52,1,4,6,3050,1,4.7,10776,B0F4MW3YRX,2013-09-06 00:00:00,71160093096,World Kitchen (PA),1120352,18-Piece Dinnerware Set
419npy2cPeL.jpg,7,B01LTHMG4A,9.1,"Nordic Naturals Ultimate Omega + CoQ10, Lemon - 120 Soft Gels - 1280 mg Omega-3 + 100 mg CoQ10 - Heart Health, Cellular Energy, Antioxidant Support - Non-GMO - 60 Servings",Nordic Naturals,187632.82,1677710.81,Health & Household,5227,CoQ10 Nutritional Supplements,21,0.264,0.566,6.4,1674,56.06,1,7,11,3347,0.021,4.7,2842,B0DNGKLYY6,2016-09-21 00:00:00,768990018923,Nordic Naturals,RUS-01892,RUS-01892
71HIojKwJPL.jpg,7,B0DHZ41STD,8.3,"Foldable Wooden Baby Playpen Activity Center,Adjustable Size & Shape Portable Play Yard, Baby Fence Play Area with Gate for Indoor Use for Babies and Toddlers(56x56x24inches)",Ulnxiy,187616.96,210732.88,Baby Products,4804,Baby Playards,46,0.363,,7.4,992,189.13,1,0,2,992,0,4.6,79,B0F1S76W8S,2024-09-26 00:00:00,,Ulnxiy,Newl-002,
81yuh2YqhnL.jpg,7,B0DBMBKV2R,8.7,"Zena Nutrition Organic Supergreens Greens Powder, 70+ Superfoods, 0 Sugar, 3G Fiber, Spirulina, Chlorella, Antioxidants, Prebiotics/Probiotics, Digestive Enzymes, Mixed Berry, 30 Drink Mix Packets",Zena Fit Nutrition,187595.8,630307.59,Health & Household,2391,Antioxidant Combination Nutritional Supplements,10,0.072,,8.7,2851,32.9,30,1,2,5702,0,4.2,994,B0DC8MWLW6,2024-07-30 00:00:00,860002992594,Zena Nutrition,,
61YWK9flgBL.jpg,8,B0DSG9VCRH,8.8,"Garmin Instinct® 3 45mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch, Metal-Reinforced Bezel, Built-in Flashlight, Black",Garmin,187595.31,230110.95,Electronics,7472,Smartwatches,256,0.205,,3.7,67,399.99,1,6,21,469,1,4.5,58,B0DT6Q2LH4,2025-01-06 00:00:00,753759339449,Garmin,010-02934-00,010-02934-00
81IsUQWDyFL.jpg,7,B00D4JYR62,9.3,"GCI OUTDOOR Freestyle Rocker Camping Chair | Portable Folding Rocking Chair with Solid, Durable Armrests, Drink Holder & Comfortable Backrest — Indigo Blue",GCI OUTDOOR,187530,2200818.06,"Patio, Lawn & Garden",672,Patio Rocking Chairs,1,0.457,-0.381,6.5,1340,70,1,1,10,2679,1,4.8,51389,B0DQQF4TLB,2013-05-31 00:00:00,631444003465,"GCI Outdoor, Inc.",37060,37060
712tx05GGzL.jpg,10,B00004Y75M,9.6,"Eagle 5 Gallon Type I Red Safety Gas Can for Gasoline with Flame Arrester, Self-Closing Lid, and F-15 Funnel, Made in the USA, Galvanized Steel Flammable Storage Can, UI50FS",Eagle,187525.08,1749751.16,Industrial & Scientific,533,Hazardous Storage Cans,1,-0.053,,4,3011,62.28,1,1,25,3011,1,4.7,11043,B0D7J5NGX4,2024-02-08 00:00:00,48441221813,Eagle Manufacturing,UI50FS,UI50FS
71+yj5ZnJbL.jpg,6,B0C2NWYVZK,7,DYMO Marker with 3 Additional Labeling Tapes | LetraTag 100H,DYMO,187508.61,112876.79,Office Products,1380,Label Makers,5,3.096,,9,1568,39.87,1,2,4,4703,0,4.5,123,,2024-09-02 00:00:00,71701063359,Dymo,2174562,2174562
61QSV6iLW2L.jpg,9,B0CH7Z733P,9.4,"Bonsaii 15-Sheet Office Paper Shredder, 40 Mins Heavy Duty Shredder for Home Office, Crosscut Shreder with Anti-Jam System & P-4 High Security Supports CD/Credit Cards/Staple,5 Gal Pullout Bin C169-B",bonsaii,187505.36,2429782.11,Office Products,4922,Shredders,21,0.537,0.203,9,1543,121.52,1,1,2,1543,0,4.5,7622,B0CTMJ7VXW,2023-12-18 00:00:00,,bonsaii,C169B-1,C169-B
61P1OvJjyLL.jpg,8,B0CZSFNBFZ,8.9,"Just Ingredients Protein Powder | Vanilla Protein Powder Made with 100% Grass Fed, Non Denatured Whey | Four Different Protein Sources from Organic Whole Food Ingredients | 15 Servings | 22g Protein",JUST INGREDIENTS,187504.6,975384.03,Health & Household,4006,Sports Nutrition Protein Powder Blends,14,0.027,,6.5,1586,39.4,1,30,32,4759,0,4.2,439,B0DDMK5ZZQ,2024-04-03 00:00:00,850044456741,Just Ingredients,Y5-G02E-795E,
81JATz-YIzL.jpg,7,B09WZF8TSG,8.8,Medical king Foot Spa with Heat and Massage and Jets Includes A Remote Control A Pumice Stone Collapsible Massager with Bubbles and Vibration,Medical king,187441.92,3650713.71,Beauty & Personal Care,5504,Foot Baths & Spas,4,-0.37,0.106,8.7,1908,49.12,1,1,3,3816,0,4.3,8098,B0CW2432XM,2022-03-31 00:00:00,810078570219,Medical king,7041,MK7041
31UGqJckA2L.jpg,11,B09SBX1MW6,9.3,"EGO POWER+ Chain Saw, 16” Battery Powered Chainsaw, Electric Cordless, Includes 56V 4.0Ah Battery and Charger – CS1613",EGO Power+,187431.16,1916789.99,"Patio, Lawn & Garden",8048,Power Chain Saws,52,-0.009,0,4.2,340,276.04,1,1,4,679,1,4.7,2593,B0DG3M5QJ8,2022-02-12 00:00:00,195532100042,EGO POWER +,CS1613,CS1613
6135h00IxJL.jpg,9,B00JEKYNZA,9,"Hyperbiotics Vital Nutrients Pro-15 Prebiotics + Probiotics for Women and Men | 15 Science Backed Strains | Supports Occasional Constipation, Diarrhea, Gas & Bloating | 60 Vegan Time Release Pearls",Hyperbiotics,187429.41,2314392.24,Health & Household,4580,Acidophilus Nutritional Supplements,22,-0.093,-0.187,9,2930,31.99,1,2,3,5859,0,4.5,13811,B0C6T9XQDR,2014-04-01 00:00:00,801710986703,Hyperbiotics Probiotics,Hyperbiotics PRO-15,PRO-15
712yNJpdB4L.jpg,17,B00TS4WBUQ,9.3,"Liquid Fence Deer And Rabbit Repellent Ready-To-Use, Apply Year-Round, 1 Gallon",Liquid Fence,187402.4,1452668.48,"Patio, Lawn & Garden",102,Pest Control Products,27,0.901,-0.161,5.6,4330,21.64,1,1,18,8660,1,4,13804,B0DDZ7WZCT,2015-02-17 00:00:00,651124701092,United Industries,HG-70109,HG-80109
81-IndTkh0L.jpg,6,B000BQPIGY,8.2,"Sprayway Glass Cleaner with Foaming Spray for a Streak-Free Shine for Home and Automotive Use, 19 oz., Pack of 12",Sprayway,187398.72,2313299.22,Health & Household,4970,Glass Cleaners,12,0.125,-0.051,6.6,3148,29.76,12,1,40,6297,0.953,4.8,5008,,2016-09-14 00:00:00,885430892377,Sprayway,SW050-12,SW050-12
51gP8f7tEpL.jpg,8,B0B4MYBLZQ,9,"CUCKOO Rice Cooker 3 Cup Uncooked / 6 Cup Cooked, Modern Fuzzy Logic Rice Cooker Small with Delay Timer & Keep Warm Setting, Versatile Food Steamer for Cooking, Non-Stick Inner Pot, White (CR-0375FW)",CUCKOO,187395.81,1443464.7,Kitchen & Dining,929,Rice Cookers,8,-0.426,0.083,4.7,791,78.97,1,2,4,2373,0.968,4.4,3415,B0CLWNG1VG,2022-06-21 00:00:00,,CUCKOO,CR-0375FW,CR-0375FW
71o-hc82WNL.jpg,7,B0CF4H85PM,9,"MOOKA Air Purifiers for Home Large Room up to 1076 ft², H13 True HEPA Air Filter Cleaner, Odor Eliminator, Remove Smoke Dust Pollen Pet Dander, Night Light(Available for California)-Black",MOOKA,187393.7,2608717.43,Home & Kitchen,912,HEPA Filter Air Purifiers,5,0.152,1.031,8.7,1534,61.1,1,2,2,3067,0,4.5,6196,B0CK1FFV88,2023-09-24 00:00:00,,,B-D02L,B-D02L
71b4PkivikL.jpg,5,B0D9HM75PP,7.9,Big Potato Chicken vs Hotdog: Ultimate Easter Basket Essentials for Spring Break | Flipping-Fun Party Game for Families & Game Nights | Bonus Content Included!,Big Potato,187363.8,995462.74,Toys & Games,931,Board Games,28,-0.055,,8.4,8164,22.95,1,1,2,8164,0,4.2,1617,B0DLGR7R1F,2024-07-15 00:00:00,,Big Potato,CVHDTC01UK,
81tKEccb3OL.jpg,9,B0CSK1V1XW,8.8,"Electric Bike for Adults,Peak 720W E Bikes for Men,26"" Fat Tire Electric Bikes,48V 13Ah Removable Battery, 25MPH, UL 2849 Certified,7 Speed&Dual Shock Absorber Electric Mountain Bicycle",Likebike,187325.07,526945.39,Sports & Outdoors,56180,Adult Electric Bicycles,135,0.04,0.267,6,309,606.23,1,0,4,309,0,4.2,125,B0DXPGXDJN,2024-01-17 00:00:00,,"Shenzhen Like Zhixing Technology Co., Ltd",,LANDER
81qRlnsJZOL.jpg,7,B09L382GT7,8.1,Canon PowerShot SX740 HS Digital Camera (Black) (2955C001) + 2 x 64GB Memory Card + 3 x NB13L Battery + Corel Photo Software + Charger + Card Reader + LED Light + Soft Bag + More (Renewed),Canon,187294.56,71480.76,Electronics,13003,Digital Point & Shoot Cameras,1536,2.16,,5.1,164,1142.04,1,1,2,164,0,5,2,B0DSQYR367,2021-11-04 00:00:00,656942490494,Canon,2955C001_EDIV_4-RE,2955C001
61r-qh576KL.jpg,8,B0D6FRWMWP,9,"Sperax Walking pad with Incline,Portable Treadmill,Automatic Remote Lift Slope,4 in 1 Incline Walking pad,Under Desk Treadmill for Home Office with Remote Control,2.5HP 320lbs Weight Capacity",Sperax,187283.07,3878899.12,Sports & Outdoors,33,Treadmills,1,-0.585,,3.2,350,267.93,1,1,3,699,0.523,4.3,5796,B0F5PXXX22,2024-06-07 00:00:00,726852863722,Sperax,WSHZ-002,WSHZ-002
818213ikZ9L.jpg,7,B0DV5PWL3S,8.6,"Novilla Queen Mattress, 10 Inch Queen Size Mattress in a Box, Gel Memory Foam Mattresses for Comfort Sleep, Cooling Night Sleep & Pressure Relief, CertiPUR-US Certified",Novilla,187213.24,176195.89,Home & Kitchen,2285,Mattresses,14,,,5.2,538,173.99,1,1,2,1076,0.971,4.7,493,B0DXL7WFJ7,2025-01-27 00:00:00,,Novilla,NAMM10QWV17,NAMM10QWV17
51HL5sz4keL.jpg,9,B0D6CJCRRF,7.6,"SAMSUNG Galaxy Tab A9 4G LTE (64GB, 4GB, Cellular) 8.7"" Android Tablet, Octa-core (6nm), Dual Speakers (International Model Fully Unlocked for US & Global) X115 (w/ 15W Fast Charger, Graphite)",SAMSUNG,187188.66,870481.45,Electronics,2901,Computer Tablets,93,0.595,,6.5,1359,137.74,1,6,7,1359,0,4.3,224,B0D42NZKR6,2022-01-01 00:00:00,,Samsung,SM-X115,SM-X115
81xl7Axf2jL.jpg,11,B00XQF7NG0,9.5,"Dymatize Super Mass Gainer Protein Powder, Rich Chocolate, 52g Protein, 1g Creatine, 1280 Calories, 10.7g BCAAs, 245g Carbs, Contains Whey Protein Powder, Isolate, and Casein, Total 16 Servings",Dymatize,187187.55,1451543.99,Health & Household,2183,Sports Nutrition Weight Gainers,2,0.17,0.111,6.2,1384,67.65,1,1,4,2767,1,4.4,12867,B0D5BJMSTL,2011-04-27 00:00:00,705016331529,Dymatize Nutrition,D33152,D33152
7105Xz0PJjL.jpg,7,B087YLTR4G,9.4,"Sandhu’s Zinc Quercetin 120 Vegetarian Capsules – Zinc Supplements for Antioxidant Immune Support for Men and Women – Gluten, Soy, Dairy Free",Sandhu's,187097.4,2551698.26,Health & Household,403,Quercetin Antioxidant Supplements,1,-0.147,0.056,8.7,7185,26.04,1,1,2,7185,0,4.7,33931,B0CMQY3P7M,2020-05-01 00:00:00,12239000669,Sandhu Products,SP-0066,SP-0066
31Ob7Wv8-YL.jpg,7,B01FKTZLBS,9.5,"Plugable 13-in-1 USB-C Triple Monitor Docking Station, 100W Laptop Charging, DisplayLink Docking Station for Mac (Driver Req), Windows, Chrome (3 HDMI, 1 USB-C with 20W Charging, 4 USB, Ethernet, SD)",Plugable,187060.86,3595769.1,Electronics,,Laptop Docking Stations,34,0.111,-0.111,5,1071,174.66,1,2,2,1071,0,4.4,1378,,2016-05-12 00:00:00,819927010852,Plugable,UD-ULTCDL,UD-ULTCDL
71IgGHZqLfL.jpg,7,B0CQ75BNZT,9.4,"RENPHO Massage Gun with Heat and Cold, Mothers Day Gifts, FSA HSA Eligible Portable Percussion Muscle Deep Tissue Massager with Bluetooth, Carry Case, Active+ Thermacool",RENPHO,187043.52,1235440.69,Health & Household,3936,Electric Back Massagers,4,-0.035,,8,876,106.76,1,1,2,1752,0,4.5,38418,B0DR8CD672,2024-05-04 00:00:00,840191405136,RENPHO,R-WMG08,R-WMG08
61T0KjyzZ6L.jpg,7,B0DCKC6V7K,8.1,"Yoto Mini (2024 Edition) + Starter Pack for Little Kids Bundle – Screen-Free Bluetooth Audio Player, All-in-1 Travel Device for Stories Music Podcasts Radio, Use as Speaker or with Headphones",YOTO,186978,179354.56,Toys & Games,5280,Storytelling Toys,41,2.847,,9.1,1100,84.99,1,1,2,2200,0,4.8,45,,2022-02-25 00:00:00,,YOTO,BNSPNA01596,2024 Edition
61TCp-oNptL.jpg,7,B0CH9Y9SV3,9,"ARZOPA 17.3"" Portable Monitor, 1080P FHD 103% sRGB IPS Gaming Monitor Laptop Monitor with Built-in Kickstand HDMI USB C External Screen for PC Mac Phone Xbox PS5 - A1M",ARZOPA,186935.85,1383288.05,Electronics,2858,Computer Monitors,90,0.966,1.195,7.4,686,136.35,1,2,2,1371,0,4.4,11866,B0DSF7S72D,2023-08-31 00:00:00,,ARZOPA,A1M,A1M
71P05MnlksL.jpg,11,B0BZQPXV2L,9.3,nutribullet Full-Size Blender Combo 1200W –Matte White,NutriBullet,186904.13,1280230.97,Kitchen & Dining,841,Countertop Blenders,8,-0.077,0.049,6,940,99.47,1,2,11,1879,1,4.6,16038,B0CWSG8ZJW,2023-03-27 00:00:00,810097971066,NutriBullet,NBF50500AW,NBF50500AW
71wz78yNiaL.jpg,9,B00BE5D2FA,9,"McKesson Underpads Disposable Bed Pads 30"" x 36"" [100 Count], Heavy Absorbency, Ultra Incontinence Chux Pads for Adults, Elderly, and Baby, Pee Pads",McKesson,186890.76,2459284.43,Health & Household,7205,Disposable Bed Underpads,14,0.034,0.099,9,3717,50.28,10,1,11,3717,0.021,4.6,10357,B0DTQNY8WS,2016-11-26 00:00:00,612479190801,McKesson Brand,UPHV3036,UPHV3036
71jGXngP6XL.jpg,5,B0DFN9TGNJ,8,"Kong XXL- Ultimate Male Performance and Enlargement Pills for Men- Add 3-6” in 60 Days- Enhanced Size, Drive, Strength and Endurance - Boost Performance- 60 Tablets",XL Science,186886.1,553389.74,Health & Household,7333,Sports Nutrition Endurance & Energy Products,69,0.008,,9,1559,39.95,1,2,3,4678,0,4.2,714,,2024-08-29 00:00:00,850017701939,XL Science,,
619JYvJk+iL.jpg,12,B00R43I4EU,9.3,"Miele Complete C3 Marin Bagged Canister Vacuum Cleaner with Electrobrush Floorhead, Suitable for Carpets and Hard Floors, in Marine Blue",Miele,186883.25,2655271.52,Home & Kitchen,38918,Canister Vacuum Cleaners,12,-0.008,-0.12,3.2,13,1288.85,1,15,23,145,1,4.2,1997,B0B87WXWPR,2014-04-30 00:00:00,826708606975,Miele,COMPLETE C3 MARIN,COMPLETE C3 MARIN
71dJSauiqWL.jpg,9,B09XPCZ1PW,9.4,Ensure High Protein Milk Chocolate Nutrition Shake With Fiber | 24 Pack,Ensure,186873.06,1756019.53,Health & Household,3898,Sports Nutrition Ready to Drink Protein,31,-0.196,0.68,6.5,3894,47.99,24,2,10,3894,1,4.6,2427,B0D98SKKP6,2022-04-11 00:00:00,70074685052,Abbott Nutrition,,
71Sb7IpJH9L.jpg,16,B0D9PMKTYP,9.4,"Baby Trend EZ Ride Travel System with EZ-Lift™ Infant Car Seat, Dash Pink",Baby Trend,186855.3,526753.72,Baby Products,1025,Baby Stroller Travel Systems,1,0.935,,4.6,573,163.05,1,1,2,1146,1,4.7,20354,B0DM2LVCXP,2024-07-18 00:00:00,90014036829,Baby Trend,TS44F02C,TS44F02C
81PCXLQIZoL.jpg,7,B08D4JFWG1,9.5,"Wahl Home Haircutting Corded Clipper Kit with Adjustable Taper Lever, and 10 Color Coded Guards for Easy Clipping & Trimming - Model 79722",Wahl,186846.4,2270991.96,Beauty & Personal Care,3534,Hair Cutting Kits,2,-0.132,0.556,5.6,2253,27.64,1,2,4,6760,1,4.4,12097,,2020-08-01 00:00:00,43917111513,AmazonUs/WAHD9,79722,79722
61MWz-dcIwL.jpg,9,B005A6964U,9,"Designs for Health Magnesium Glycinate Complex - Chelated Magnesium Bisglycinate + High Absorption Magnesium Oxide for Heart Health, Immune Support & Bone Strength - Vegan (240 Capsules)",Designs for Health,186790.95,1665857.42,Health & Household,2580,Magnesium Mineral Supplements,56,-0.022,0.923,8.8,937,66.45,1,2,4,2811,0.021,4.6,3570,B0CR69Z911,2011-06-09 00:00:00,879452002944,Designs for Health,MGC240,No Model
812Z87YUb9L.jpg,7,B0DJ1BDL1P,8.9,LEGO Architecture Trevi Fountain Building Set - Collectible 3D Puzzle of Italian Landmark Model for Display - DIY Arts and Craft for Adults - Gift Idea for Men and Women - 21062,LEGO,186786.56,,Toys & Games,,,,,,3.7,389,159.92,1,3,12,1168,1,4.9,16,,2025-01-13 00:00:00,673419405881,LEGO,6526219,6526219
610sJHeQrrL.jpg,9,B0CQKK2YCK,9.3,Michael Todd Beauty Sonicsmooth Dermaplane Razor for Women Face + Eyebrow trimmer Dermaplaning System - Peach Fuzz Remover - 8 Weeks of Dermaplaning Blades,MICHAEL TODD,186768.12,4147407.46,Beauty & Personal Care,6928,Microdermabrasion Devices,8,-0.484,4.033,8.8,1722,108.46,1,1,2,1722,0,4.2,1716,B0DNFX249K,2023-12-18 00:00:00,811573031090,MICHAEL TODD BEAUTY,,
71PunQgIPtL.jpg,6,B096N828X5,9.3,"Epson EcoTank ET-2850 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan, Copy and Auto 2-Sided Printing - Black, Medium",Epson,186759.92,3927823.61,Office Products,2327,Ink Tank Printers,10,0.761,-0.443,5.7,776,240.67,1,2,15,776,0.694,4.2,5229,B0D8GBLVCL,2021-02-11 00:00:00,10343957817,Epson,C11CJ63201,ET-2850 Black
61HWZsE5YNL.jpg,11,B01LY6Z2M6,9.9,"Logitech for Creators Blue Yeti USB Microphone for Gaming, Streaming, Podcasting, Twitch, YouTube, Discord, Recording for PC and Mac, 4 Polar Patterns, Studio Quality Sound, Plug & Play-Midnight Blue",Logitech for Creators,186758.49,1949928.67,Musical Instruments,19,Multipurpose Condenser Microphones,1,0.21,0.722,6.2,1857,100.57,1,2,3,1857,1,4.6,34436,B0CKJS7B1S,2013-09-19 00:00:00,97855160553,Blue,988-000101,988-000101
71bCu4Q1DUL.jpg,7,B09HN1YW6V,9.8,"Coleman Triton+ 2-Burner Propane Camping Stove with InstaStart Ignition, Portable Camping Cooktop with 2 Adjustable Burners & Wind Guards, 22,000 BTUs of Power",Coleman,186752.16,1769009.2,Sports & Outdoors,2872,Camping Stoves,4,0.279,-0.192,5.9,1018,91.68,1,1,11,2037,1,4.7,4197,,2022-02-01 00:00:00,76501246926,Coleman,2157318,2157318
